assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,id,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
5,11,342,100,100,6,172780,0,0,8,-8,713.7,1,3,4.7,6.2,2,James,5.2,10,5,159.3,171,False,432.8,1412,,2019-11-16T20:30:13.269322Z,78,0,0,0,172780.jpg,5.5,0,0,Maddison,28.0,False,None,a,9,13,446.0,88,2105090,21745,837255,22089,0.7,11.3,Maddison,1
5,3,151,None,None,5,201666,0,0,-1,1,227.9,1,3,1.5,3.0,1,Harvey,2.0,5,1,82.8,172,False,179.8,944,,None,59,0,0,0,201666.jpg,3.3,0,0,Barnes,0.9,False,None,a,9,13,419.0,53,127312,352,87193,2933,0.3,9.0,Barnes,0
0,0,0,0,0,0,115858,0,0,-3,3,0.0,0,3,0.0,0.0,0,Rachid,0.0,0,0,0.0,173,False,0.0,0,Joined Fiorentina on loan until the end of the season on 2/9. - Expected back 01 Jul,2019-09-18T22:00:13.300063Z,52,0,0,0,115858.jpg,0.0,0,0,Ghezzal,0.0,False,None,n,9,13,0.0,0,529,3,3745,7,0.0,0.0,Ghezzal,0
1,0,60,None,None,0,51938,0,0,-3,3,114.2,0,3,-0.1,1.4,0,Marc,0.4,2,0,19.6,174,False,49.8,204,,None,52,0,0,0,51938.jpg,1.4,0,0,Albrighton,0.2,False,None,a,9,13,33.0,11,7909,35,19408,105,0.1,2.1,Albrighton,1
2,0,51,100,100,0,172632,0,0,-4,4,88.1,0,3,0.5,2.0,1,Demarai,1.0,1,0,23.4,175,False,60.4,255,,2019-12-01T23:30:20.997051Z,51,0,0,0,172632.jpg,1.6,0,0,Gray,0.3,False,None,a,9,13,84.0,16,8345,59,33108,97,0.2,3.1,Gray,1
0,5,270,100,100,7,203341,0,0,0,0,166.1,0,3,2.1,3.6,4,Wilfred,2.6,10,2,69.4,176,False,390.0,1440,,2019-08-27T11:00:13.484600Z,50,0,0,0,203341.jpg,3.2,0,0,Ndidi,2.8,False,None,a,9,13,135.0,52,357721,1443,299477,2270,0.5,10.4,Ndidi,2
0,0,0,0,0,0,61604,0,0,-2,2,0.0,0,3,0.0,0.0,0,Matty,0.0,0,0,0.0,177,False,0.0,0,Achilles injury - Unknown return date,2019-08-27T12:30:14.308742Z,43,0,0,0,61604.jpg,0.0,0,0,James,0.2,False,None,i,9,13,0.0,0,10383,34,22434,118,0.0,0.0,James,0
0,0,0,100,100,0,155569,0,0,-2,2,0.0,0,3,-0.5,1.0,0,Daniel,0.0,0,0,0.0,178,False,0.0,0,,2019-06-25T11:30:07.144362Z,43,0,0,0,155569.jpg,0.0,0,0,Amartey,0.3,False,None,a,9,13,0.0,0,22986,421,25605,403,0.0,0.0,Amartey,0
0,0,2,100,100,0,86881,0,0,-2,2,0.0,0,3,-0.5,1.0,0,Nampalys,0.0,0,0,0.1,179,False,1.2,1,,2019-07-30T15:00:09.217034Z,43,0,0,0,86881.jpg,1.0,0,0,Mendy,1.1,False,None,a,9,13,0.0,1,72619,1889,72702,1440,0.0,0.2,Mendy,0
1,0,67,None,None,1,197469,0,0,-2,2,42.9,0,3,-0.3,1.2,0,Hamza,0.2,4,0,16.0,180,False,75.0,339,,None,43,0,0,0,197469.jpg,1.7,0,0,Choudhury,0.8,False,None,a,9,13,43.0,15,91211,2513,91901,832,0.0,3.5,Choudhury,1
2,2,169,None,None,5,168580,-1,1,-4,4,160.2,1,3,1.7,3.2,0,Ayoze,2.2,6,4,76.3,265,False,241.2,876,,None,61,0,0,0,168580.jpg,4.1,0,0,Pérez,5.4,False,None,a,9,13,361.0,57,525556,989,1153303,22944,0.4,9.3,Pérez,0
1,0,20,None,None,0,220627,0,0,-2,2,22.2,0,2,0.5,2.0,0,James,1.0,0,0,4.6,433,False,24.6,20,,None,48,0,0,0,220627.jpg,2.5,0,0,Justin,0.1,False,None,a,9,13,0.0,5,2269,53,6374,58,0.2,1.0,Justin,0
3,4,284,None,None,7,166989,0,0,1,-1,415.0,2,3,1.9,3.4,2,Youri,2.4,11,3,101.7,448,False,310.2,1499,,None,66,0,0,0,166989.jpg,4.1,0,0,Tielemans,8.3,False,None,a,9,13,290.0,69,833014,3181,646312,18650,0.4,10.5,Tielemans,0
0,0,0,0,0,0,13152,0,0,-2,2,0.0,0,3,0.0,0.0,0,Andy,0.0,0,0,0.0,480,False,0.0,0,Joined Rangers on loan until the end of the season on 15/8. - Expected back 01 Jul,2019-08-15T22:00:13.587784Z,43,0,0,0,13152.jpg,0.0,0,0,King,0.4,False,None,n,9,13,0.0,0,38281,140,58958,344,0.0,0.0,King,0
2,0,103,None,None,1,106837,0,0,-2,2,88.3,0,3,1.1,2.6,1,Dennis,1.6,4,0,25.3,517,False,78.2,472,,None,53,0,0,0,106837.jpg,1.9,0,0,Praet,0.1,False,None,a,9,13,87.0,23,3549,33,6854,42,0.3,4.3,Praet,0
5,8,355,100,100,3,122798,0,0,1,-1,371.3,0,2,0.0,4.2,1,Andrew,3.2,14,1,98.4,181,False,410.6,1456,,2019-11-12T11:30:18.442088Z,71,0,0,0,122798.jpg,4.3,0,0,Robertson,21.3,False,None,a,10,14,202.0,73,783227,2394,1386298,43187,0.5,10.3,Robertson,0
7,7,364,100,100,3,169187,0,0,3,-3,757.9,2,2,0.0,5.4,6,Trent,4.4,14,1,145.4,182,False,482.0,1482,,2019-10-22T15:00:19.720774Z,73,0,0,0,169187.jpg,4.4,0,0,Alexander-Arnold,30.3,False,None,a,10,14,214.0,74,1376176,8576,929121,27582,0.6,10.1,Alexander-Arnold,4
0,7,332,100,100,4,97032,0,0,-1,1,57.8,1,2,0.0,7.6,7,Virgil,6.6,14,3,69.5,183,False,441.2,1530,,2019-10-27T20:00:16.725016Z,64,0,0,0,97032.jpg,4.3,0,0,van Dijk,40.2,False,None,a,10,14,195.0,73,857688,13982,1656891,17681,1.0,11.4,van Dijk,1
0,2,78,100,100,2,171287,0,0,-4,4,47.8,0,2,0.0,4.0,8,Joseph,3.0,1,0,11.4,184,False,65.6,287,,2019-11-16T11:30:12.618594Z,51,0,0,0,171287.jpg,2.5,0,0,Gomez,0.9,False,None,a,10,14,0.0,20,48337,1927,117195,561,0.6,3.9,Gomez,1
0,4,141,0,0,2,60914,0,0,-3,3,20.9,0,2,0.0,0.0,0,Joel,0.0,5,1,25.0,185,False,192.4,630,Knee injury - Unknown return date,2019-10-22T15:00:19.734580Z,52,0,0,0,60914.jpg,4.6,0,0,Matip,1.4,False,None,i,10,14,35.0,32,443569,15,476822,1313,0.0,6.2,Matip,0
1,0,130,0,0,0,38454,0,0,-2,2,20.7,0,2,0.0,0.0,0,Dejan,1.8,8,0,24.6,186,False,172.0,669,Muscle injury - Unknown return date,2019-12-10T22:00:14.744701Z,53,0,0,0,38454.jpg,2.0,0,0,Lovren,0.4,False,None,i,10,14,52.0,16,51704,16,47141,3341,0.3,3.0,Lovren,1
5,12,290,None,None,6,92217,0,0,-2,2,287.8,0,4,0.0,4.8,2,Roberto,3.8,9,4,147.6,187,False,354.4,1355,,None,93,0,0,0,92217.jpg,4.4,0,0,Firmino,8.6,False,None,a,10,14,833.0,75,828171,1139,1053313,20905,0.4,8.1,Firmino,0
2,6,145,100,100,0,152760,0,0,-3,3,73.3,1,4,0.0,4.8,4,Divock,3.8,9,3,34.0,188,False,143.6,362,,2019-09-14T13:30:10.426607Z,52,0,0,0,152760.jpg,3.0,0,0,Origi,2.9,False,None,a,10,14,123.0,39,383540,1891,535162,2570,0.7,7.5,Origi,0
0,0,139,100,100,2,116535,0,0,0,0,0.0,0,1,0.0,3.8,6,Alisson,2.8,6,0,14.0,189,False,139.2,743,,2019-11-30T17:00:19.325478Z,60,0,0,0,116535.jpg,2.7,1,18,Ramses Becker,7.7,False,None,a,10,14,0.0,24,344462,5804,1670318,4106,0.5,4.0,Alisson,0
0,0,0,0,0,0,66797,0,0,0,0,0.0,0,1,0.0,0.0,0,Simon,0.0,0,0,0.0,190,False,0.0,0,Joined Club Brugge on a permanent deal on 5/8,2019-08-05T14:30:10.321194Z,45,0,0,0,66797.jpg,0.0,0,0,Mignolet,0.0,False,None,u,10,14,0.0,0,435,4,2741,5,0.0,0.0,Mignolet,0
4,13,282,100,100,6,118748,0,0,-3,3,302.5,4,3,0.0,7.4,16,Mohamed,6.4,8,9,165.2,191,True,464.2,1190,,2019-11-12T23:00:18.865321Z,122,0,0,0,118748.jpg,7.4,0,0,Salah,22.1,False,None,a,10,14,886.0,104,1164061,31753,2515211,20550,0.5,8.5,Salah,0
7,15,333,100,100,4,110979,0,0,8,-8,412.4,5,3,0.0,7.4,6,Sadio,6.4,12,9,150.1,192,True,523.4,1326,,2019-09-22T20:00:17.288665Z,123,0,0,0,110979.jpg,7.2,0,0,Mané,41.5,False,None,a,10,14,565.0,115,2835888,7309,1023875,81888,0.5,9.3,Mané,1
0,0,83,None,None,3,81880,0,0,-3,3,78.4,0,3,0.0,4.0,1,Alex,3.0,3,1,39.0,193,False,94.0,507,,None,62,0,0,0,81880.jpg,2.1,0,0,Oxlade-Chamberlain,0.7,False,None,a,10,14,218.0,25,64264,762,57781,2371,0.5,4.0,Chamberlain,0
0,0,46,100,100,1,68312,0,0,-2,2,32.2,0,3,0.0,3.2,3,Xherdan,2.2,2,1,11.3,194,False,43.8,173,,2019-09-25T09:00:17.914508Z,63,0,0,0,68312.jpg,2.6,0,0,Shaqiri,0.3,False,None,a,10,14,37.0,13,7423,202,26421,207,0.3,2.1,Shaqiri,0
0,1,57,100,75,0,39155,0,0,-2,2,44.6,0,3,0.0,1.2,0,Adam,0.6,4,1,16.1,195,False,61.0,205,,2019-12-09T10:00:19.864480Z,58,0,0,0,39155.jpg,2.1,0,0,Lallana,0.1,False,None,a,10,14,55.0,15,3861,35,8237,78,0.1,2.6,Lallana,0
1,3,56,100,100,1,175592,0,0,-2,2,46.5,1,3,0.0,3.8,0,Naby,2.8,0,1,17.4,196,False,75.8,104,,2019-11-27T19:30:17.831891Z,58,0,0,0,175592.jpg,5.3,0,0,Keita,0.3,False,None,a,10,14,52.0,16,16990,709,33521,1287,0.5,2.8,Keita,0
1,4,199,0,0,2,116643,0,0,0,0,198.8,0,3,0.0,0.0,0,Fabio Henrique,0.2,10,1,46.1,197,False,220.6,1006,Ankle injury - Expected back 02 Jan,2019-11-23T17:00:22.531327Z,55,0,0,0,116643.jpg,2.7,0,0,Tavares,1.1,False,None,i,10,14,41.0,32,110066,49,137482,927,0.0,5.8,Fabinho,5
2,3,234,100,100,6,56979,0,0,-1,1,201.4,0,3,0.0,4.0,2,Jordan,3.0,8,1,54.4,198,False,236.0,1085,,2019-11-16T11:30:12.667431Z,54,0,0,0,56979.jpg,3.0,0,0,Henderson,1.1,False,None,a,10,14,106.0,48,77954,1757,74518,1763,0.6,8.9,Henderson,1
0,3,216,75,100,4,41733,0,0,-1,1,118.5,1,3,0.0,3.6,1,Georginio,2.6,12,2,50.1,199,False,211.8,1317,Muscle injury - 75% chance of playing,2019-12-14T14:30:24.028899Z,54,0,0,0,41733.jpg,3.0,0,0,Wijnaldum,2.6,False,None,d,10,14,172.0,48,216240,362,227671,8544,0.5,8.9,Wijnaldum,0
2,3,118,100,100,3,15157,0,0,-2,2,104.9,1,3,0.0,2.6,2,James,1.6,6,1,29.2,200,False,123.2,548,,2019-09-27T10:30:15.087691Z,53,0,0,0,15157.jpg,2.5,0,0,Milner,0.6,False,None,a,10,14,62.0,32,36099,233,62893,349,0.3,6.0,Milner,3
0,0,0,0,0,0,217989,0,0,0,0,0.0,0,3,0.0,0.0,0,Rafael,0.0,0,0,0.0,201,False,0.0,0,Joined Sporting CP on a permanent deal on 27/6,2019-07-02T09:00:13.203360Z,45,0,0,0,217989.jpg,0.0,0,0,Camacho,0.0,False,None,u,10,14,0.0,0,410,2,517,0,0.0,0.0,Camacho,0
0,0,0,None,None,0,195473,0,0,-2,2,0.0,0,4,0.0,1.0,0,Rhian,0.0,0,0,0.0,464,False,0.0,0,,None,43,0,0,0,195473.jpg,0.0,0,0,Brewster,0.5,False,None,a,10,14,0.0,0,53702,492,63194,621,0.0,0.0,Brewster,0
0,0,123,100,100,2,60706,0,0,-3,3,0.0,0,1,0.0,1.4,0,Adrián,0.4,9,0,11.3,526,False,112.8,783,,2019-08-16T11:00:10.760553Z,42,0,0,0,60706.jpg,2.5,0,16,San Miguel del Castillo,2.6,False,None,a,10,14,0.0,25,609540,408,540079,2778,0.1,6.0,Adrián,1
0,0,0,None,None,0,11948,0,0,-2,2,0.0,0,1,0.0,1.0,0,Andy,0.0,0,0,0.0,530,False,0.0,0,,None,43,0,0,0,11948.jpg,0.0,0,0,Lonergan,0.0,False,None,a,10,14,0.0,0,2175,3,2672,12,0.0,0.0,Lonergan,0
0,0,0,100,100,0,200720,0,0,-1,1,0.0,0,1,0.0,1.0,0,Caoimhin,0.0,0,0,0.0,531,False,0.0,0,,2019-11-13T16:30:17.640123Z,44,0,0,0,200720.jpg,0.0,0,0,Kelleher,0.0,False,None,a,10,14,0.0,0,958,5,1278,16,0.0,0.0,Kelleher,0
0,0,0,100,100,0,444884,0,0,0,0,0.0,0,3,0.0,1.0,0,Harvey,0.0,0,0,0.0,550,False,0.0,0,,2019-11-13T16:30:17.659021Z,45,0,0,0,444884.jpg,0.0,0,0,Elliott,0.0,False,None,a,10,14,0.0,0,622,17,425,19,0.0,0.0,Elliott,0
0,0,1,None,None,0,206915,0,0,0,0,2.8,0,3,0.0,1.5,0,Curtis,0.5,0,0,0.5,569,False,0.0,14,,None,45,0,0,0,206915.jpg,1.0,0,0,Jones,0.0,False,None,a,10,14,4.0,1,108,17,29,7,0.1,0.2,Jones,0
0,0,0,None,None,0,215136,0,0,0,0,0.0,0,2,0.0,2.1,0,Neco,0.0,0,0,0.0,575,False,0.0,0,,None,40,0,0,0,215136.jpg,0.0,0,0,Williams,0.0,False,None,a,10,14,0.0,0,184,184,33,33,0.0,0.0,Williams,0
0,0,56,0,0,1,146941,0,0,-2,2,27.4,0,2,0.0,0.0,0,Aymeric,0.0,3,0,10.9,202,False,63.0,306,Knee injury - Expected back 01 Feb,2019-08-31T15:00:12.277175Z,63,0,0,0,146941.jpg,2.2,0,0,Laporte,2.0,False,None,i,11,43,19.0,9,121436,54,552708,444,0.0,1.4,Laporte,1
2,3,245,100,100,3,58621,0,0,-2,2,177.8,1,2,2.3,2.3,6,Kyle,1.8,16,1,50.1,203,False,205.6,1177,,2019-10-19T19:00:18.236898Z,58,0,0,0,58621.jpg,3.2,0,0,Walker,11.7,False,None,a,11,43,116.0,45,562285,4604,1081150,4345,0.3,7.8,Walker,3
0,0,107,100,100,3,102826,0,0,-5,5,80.5,0,2,2.1,2.1,5,Benjamin,1.6,3,0,19.0,204,False,61.0,471,,2019-10-06T13:00:13.676629Z,55,0,0,0,102826.jpg,3.5,0,0,Mendy,0.7,False,None,a,11,43,48.0,21,168468,1775,155752,707,0.3,3.8,Mendy,1
0,0,127,100,100,2,206325,0,0,-3,3,198.6,0,2,0.7,0.7,1,Oleksandr,0.2,9,0,37.4,206,False,126.8,590,,2019-10-22T21:00:12.926612Z,52,0,0,0,206325.jpg,2.4,0,0,Zinchenko,2.6,False,None,a,11,43,48.0,19,580935,334,1120582,799,0.0,3.7,Zinchenko,0
0,0,146,0,0,2,97299,0,0,-2,2,33.3,0,2,0.0,0.0,0,John,0.6,12,0,20.5,207,False,123.4,699,Hamstring injury - Expected back 01 Jan,2019-12-08T19:30:16.036796Z,53,0,0,0,97299.jpg,2.2,0,0,Stones,1.1,False,None,i,11,43,48.0,20,88540,15,250395,2467,0.1,3.8,Stones,0
1,2,189,100,100,3,57410,0,0,-5,5,32.6,1,2,3.9,3.9,8,Nicolás,3.4,10,2,51.5,208,False,220.8,814,,2019-10-19T19:00:18.280515Z,50,0,0,0,57410.jpg,4.0,0,0,Otamendi,2.3,False,None,a,11,43,264.0,44,635749,4117,612011,1057,0.7,8.8,Otamendi,2
0,0,0,0,0,0,100180,0,0,0,0,0.0,0,2,0.0,0.0,0,Danilo Luiz,0.0,0,0,0.0,209,False,0.0,0,Joined Juventus on a permanent deal on 7/8.,2019-08-07T20:30:14.457427Z,50,0,0,0,100180.jpg,0.0,0,0,da Silva,0.0,False,None,u,11,43,0.0,0,518,10,5635,12,0.0,0.0,Danilo,0
3,6,287,0,0,2,37572,0,0,-3,3,161.1,2,4,0.0,0.0,0,Sergio,0.4,13,9,109.7,210,False,353.4,810,Groin Injury - Unknown return date,2019-11-23T19:30:19.368163Z,117,0,0,0,37572.jpg,6.0,0,0,Agüero,10.1,False,None,i,11,43,582.0,72,1343020,91,2036895,10788,0.0,6.2,Agüero,0
3,4,183,100,100,4,205651,0,0,1,-1,121.0,1,4,5.1,5.1,5,Gabriel Fernando,4.6,7,5,101.6,211,False,244.0,815,,2019-08-25T15:30:15.252763Z,96,0,0,0,205651.jpg,3.9,0,0,de Jesus,3.5,False,None,a,11,43,656.0,54,308696,7953,274219,3291,0.5,5.6,Jesus,1
0,2,282,100,75,6,121160,0,0,0,0,3.0,0,1,2.3,2.3,6,Ederson,2.6,16,0,32.4,212,False,322.0,1440,,2019-12-11T18:30:21.538746Z,60,0,0,0,121160.jpg,3.6,0,38,Santana de Moraes,13.9,False,None,a,11,43,0.0,58,812807,1265,1192757,9879,0.4,9.7,Ederson,3
0,0,16,100,100,0,33148,0,0,-2,2,0.0,0,1,0.5,0.5,0,Claudio,0.0,3,0,1.6,213,False,16.2,90,,2019-06-25T11:30:07.160148Z,48,0,0,0,33148.jpg,1.0,0,2,Bravo,0.3,False,None,a,11,43,0.0,1,9917,86,21684,146,0.0,0.2,Bravo,0
1,9,309,None,None,6,103955,0,0,-2,2,441.9,3,3,5.3,5.3,10,Raheem,4.8,18,9,193.4,214,True,472.8,1401,,None,118,0,0,0,103955.jpg,5.7,0,0,Sterling,23.9,False,None,a,11,43,1019.0,91,1675016,18698,2321542,16256,0.4,7.7,Sterling,4
11,16,471,100,100,7,61366,0,0,7,-7,949.1,4,3,8.5,8.5,19,Kevin,8.0,13,6,206.3,215,True,619.0,1312,,2019-10-01T13:00:13.781598Z,102,0,0,0,61366.jpg,7.2,0,0,De Bruyne,39.1,False,None,a,11,43,493.0,116,3437994,92144,2035029,11771,0.8,11.4,De Bruyne,1
0,0,0,0,0,0,182156,0,0,-2,2,0.0,0,3,0.0,0.0,0,Leroy,0.0,0,0,0.0,216,False,0.0,0,Knee injury - Unknown return date,2019-08-04T23:30:16.051513Z,93,0,0,0,182156.jpg,0.0,0,0,Sané,0.2,False,None,i,11,43,0.0,0,1680,22,33652,60,0.0,0.0,Sané,0
6,9,259,None,None,3,103025,0,0,-2,2,330.0,3,3,5.1,5.1,1,Riyad,4.6,4,4,100.9,217,False,328.6,678,,None,83,0,0,0,103025.jpg,5.3,0,0,Mahrez,3.5,False,None,a,11,43,351.0,69,831450,2454,828060,4510,0.6,8.3,Mahrez,0
4,5,288,100,100,3,165809,0,0,-1,1,340.3,2,3,2.5,2.5,1,Bernardo Mota,2.0,16,5,128.0,218,False,385.0,933,,2019-11-13T14:30:18.982377Z,79,0,0,0,165809.jpg,4.4,0,0,Veiga de Carvalho e Silva,9.9,False,None,a,11,43,556.0,66,764584,3843,1766151,10346,0.3,8.4,Bernardo Silva,4
8,8,292,50,50,6,20664,0,0,1,-1,388.4,3,3,2.0,2.0,0,David,3.6,10,3,122.9,219,False,334.0,1010,Knock - 50% chance of playing,2019-12-10T22:00:14.810150Z,76,0,0,0,20664.jpg,5.3,0,0,Silva,7.1,False,None,d,11,43,506.0,79,1254596,1008,1145184,25827,0.5,10.4,David Silva,0
1,0,40,100,100,0,209244,0,0,-4,4,78.5,0,3,1.9,1.9,4,Phil,1.4,2,0,21.0,220,False,54.2,139,,2019-09-17T15:30:09.993154Z,51,0,0,0,209244.jpg,1.4,0,0,Foden,0.3,False,None,a,11,43,78.0,11,9033,755,37126,113,0.3,2.2,Foden,0
0,0,190,None,None,5,27789,0,0,-3,3,43.7,0,3,2.5,2.5,2,Fernando,2.0,12,0,41.0,221,False,264.4,1123,,None,52,0,0,0,27789.jpg,1.8,1,0,Luiz Rosa,0.7,False,None,a,11,43,101.0,24,27159,560,68194,409,0.4,4.6,Fernandinho,3
0,1,184,100,100,3,59859,0,0,-3,3,359.1,0,3,1.3,1.3,2,Ilkay,0.8,15,1,77.6,222,False,186.0,976,,2019-11-30T15:00:19.118909Z,52,0,0,0,59859.jpg,1.8,0,0,Gündogan,1.3,False,None,a,11,43,231.0,27,78400,552,190860,632,0.2,5.2,Gündogan,6
1,1,94,100,100,0,145235,0,0,-3,3,164.0,0,2,1.1,1.1,0,José Ángel,0.6,7,0,31.6,440,False,92.6,422,,2019-10-29T22:00:20.039411Z,47,0,0,0,145235.jpg,1.8,0,0,Esmorís Tasende,0.3,False,None,a,11,43,58.0,11,16107,406,19253,477,0.1,2.3,Angeliño,1
1,3,266,100,100,5,220566,0,0,-1,1,253.4,0,3,4.1,4.1,2,Rodrigo,3.6,16,2,68.0,443,False,338.0,1151,,2019-11-23T19:30:19.850877Z,54,0,0,0,220566.jpg,2.9,0,0,Hernandez,1.1,False,None,a,11,43,89.0,44,131821,2127,171326,997,0.7,8.1,Rodrigo,4
0,3,105,100,100,2,121145,0,0,-2,2,96.9,0,2,0.9,0.9,0,João Pedro Cavaco,0.4,3,0,24.8,518,False,90.0,397,,2019-08-09T13:00:15.096874Z,53,0,0,0,121145.jpg,3.2,0,0,Cancelo,0.9,False,None,a,11,43,61.0,19,115007,247,162194,1000,0.1,3.6,Cancelo,1
0,0,7,None,None,0,432656,0,0,0,0,0.6,0,2,0.7,0.7,0,Eric,0.2,1,0,1.0,544,False,9.8,32,,None,45,0,0,0,432656.jpg,1.0,0,0,Garcia,0.0,False,None,a,11,43,0.0,2,1321,42,1062,30,0.0,0.4,Garcia,0
0,0,0,None,None,0,17601,0,0,0,0,0.0,0,1,0.5,0.5,0,Scott,0.0,0,0,0.0,562,False,0.0,0,,None,40,0,0,0,17601.jpg,0.0,0,0,Carson,0.0,False,None,a,11,43,0.0,0,2789,150,728,53,0.0,0.0,Carson,0
0,5,249,100,100,2,214590,0,0,-2,2,147.3,0,2,2.5,2.5,4,Aaron,2.0,18,0,53.1,122,False,324.4,1340,,2019-09-30T19:00:19.435462Z,53,0,0,0,214590.jpg,2.3,0,0,Wan-Bissaka,14.8,False,None,a,12,1,58.0,35,650294,11872,1868189,4752,0.4,6.6,Wan-Bissaka,4
0,0,236,100,100,2,95658,0,0,-2,2,128.9,0,2,1.9,1.9,2,Harry,1.4,20,0,65.7,160,False,315.4,1530,,2019-11-08T01:00:10.281816Z,53,0,0,0,95658.jpg,2.1,0,0,Maguire,10.9,False,None,a,12,1,209.0,36,413380,4817,909495,4537,0.3,6.8,Maguire,2
0,0,0,0,0,0,55909,0,0,-2,2,0.0,0,2,0.0,0.0,0,Chris,0.0,0,0,0.0,223,False,0.0,0,Joined AS Roma on loan until the end of the season on 30/8. - Expected back 01 Jul,2019-08-30T19:00:16.913287Z,53,0,0,0,55909.jpg,0.0,0,0,Smalling,0.1,False,None,n,12,1,0.0,0,1658,5,16135,26,0.0,0.0,Smalling,0
0,0,136,100,100,1,18892,0,0,-1,1,315.3,0,2,1.1,1.1,0,Ashley,0.6,10,0,47.8,224,False,144.0,863,,2019-11-02T14:30:18.780871Z,54,0,0,0,18892.jpg,1.6,0,0,Young,0.4,False,None,a,12,1,18.0,18,18369,310,32751,269,0.1,3.3,Young,5
0,3,242,100,100,2,184667,0,0,-2,2,42.6,0,2,2.9,2.9,-1,Victor,2.4,19,1,37.2,225,False,287.8,1440,,2019-11-06T16:00:19.671750Z,53,1,0,0,184667.jpg,2.5,0,0,Lindelöf,1.3,False,None,a,12,1,41.0,40,62728,2757,80584,1228,0.5,7.5,Lindelöf,3
0,0,73,100,75,1,106760,0,0,-1,1,79.1,0,2,1.5,1.1,2,Luke,1.0,4,0,19.3,226,False,75.4,405,,2019-12-07T19:30:17.457155Z,54,0,0,0,106760.jpg,2.0,0,0,Shaw,0.6,False,None,a,12,1,40.0,14,30513,753,125138,153,0.2,2.6,Shaw,1
0,0,9,0,0,0,58893,0,0,-2,2,1.9,0,2,0.0,0.0,0,Marcos,0.0,2,0,2.8,227,False,20.2,121,Muscle injury - Expected back 22 Dec,2019-11-22T11:30:18.673309Z,48,0,0,0,58893.jpg,1.0,0,0,Rojo,0.1,False,None,i,12,1,6.0,3,4722,0,11021,65,0.0,0.6,Rojo,1
0,0,0,0,0,0,197365,0,0,-1,1,0.0,0,2,0.0,0.0,0,Eric,0.0,0,0,0.0,228,False,0.0,0,Knee injury - Expected back 26 Dec,2019-07-26T12:00:09.210610Z,49,0,0,0,197365.jpg,0.0,0,0,Bailly,0.0,False,None,i,12,1,0.0,0,810,2,2602,13,0.0,0.0,Bailly,0
0,0,8,75,75,0,216051,0,0,-1,1,2.5,0,2,0.4,0.4,0,José Diogo,0.0,0,0,1.1,229,False,8.0,59,Lack of match fitness - 75% chance of playing,2019-10-06T18:00:16.956732Z,49,0,0,0,216051.jpg,1.0,0,0,Dalot Teixeira,0.1,False,None,d,12,1,0.0,1,1286,1,10432,21,0.0,0.2,Dalot,0
0,0,0,0,0,0,40002,0,0,-1,1,0.0,0,2,0.0,0.0,0,Matteo,0.0,0,0,0.0,230,False,0.0,0,Joined Parma on a permanent deal on 2/9,2019-09-02T10:00:09.526159Z,49,0,0,0,40002.jpg,0.0,0,0,Darmian,0.0,False,None,u,12,1,0.0,0,503,3,4707,11,0.0,0.0,Darmian,0
0,0,4,100,100,0,76359,0,0,-2,2,0.6,0,2,0.7,0.7,0,Phil,0.2,1,0,0.8,231,False,7.6,45,,2019-09-25T22:00:12.876760Z,48,0,0,0,76359.jpg,1.0,0,0,Jones,0.1,False,None,a,12,1,0.0,1,3554,74,11635,84,0.0,0.2,Jones,0
0,0,0,0,0,0,66749,0,0,0,0,0.0,0,4,0.0,0.0,0,Romelu,0.0,0,0,0.0,232,False,0.0,0,Joined Inter Milan on a permanent deal on 8/8,2019-08-08T16:00:18.534831Z,85,0,0,0,66749.jpg,0.0,0,0,Lukaku,0.3,False,None,u,12,1,0.0,0,1560,26,30354,63,0.0,0.0,Lukaku,0
5,20,371,100,100,3,176297,0,0,5,-5,310.8,3,4,8.5,8.5,2,Marcus,8.0,18,10,154.4,233,True,511.8,1486,,2019-10-30T23:30:12.727095Z,90,0,2,0,176297.jpg,6.1,0,0,Rashford,26.1,False,None,a,12,1,721.0,103,2201226,59431,1722511,8326,0.9,11.4,Rashford,2
0,3,87,100,100,0,220688,0,0,-2,2,26.0,0,4,3.7,3.7,8,Mason,3.2,5,2,24.9,234,False,89.8,242,,2019-10-07T15:00:20.948895Z,43,0,0,0,220688.jpg,1.9,0,0,Greenwood,10.5,False,None,a,12,1,138.0,25,869679,18592,1219038,6779,0.7,5.8,Greenwood,0
0,5,259,100,100,2,51940,0,0,0,0,0.0,1,1,2.7,2.7,3,David,2.2,20,0,36.0,235,False,361.6,1530,,2019-10-15T20:30:15.609048Z,55,0,0,0,51940.jpg,3.1,0,50,de Gea,13.0,False,None,a,12,1,0.0,53,816873,4985,937586,5181,0.4,9.6,de Gea,1
